Brand#,DNVB?,List,Rank,Company,Category,addressCountry (LI),Founded (LI),Web 60 Social 40,Website,Tags,Description,Ecommerce Platform,Logo,LinkedIn,Region,Headquarters (LI),Type (LI),Specialties (LI),Company_size (LI),Facebook,FB Followers,FB Likes,Instagram,Pinterest,Youtube,TikTok,Twitter,Traffic Adjusted,FB AVG,IG Followers,YT Followers,PI Followers,TT Followers,TW Followers,"Aggr Social (0.25 FB, 0.25 IG, 0.15 YT, 0.05 PI, 0.2 TT, 0.1 TW)",2020-2022 Growth
1974,Y,Country - Mexico,1,Yuya,Beauty & Cosmetics,,,"1,500,179,702",https://yuyatiendaoficial.com/,Make Up,,,,,#REF!,,,,,https://www.facebook.com/BailandoJuntosYuya/,"153,828","145,257",https://www.instagram.com/bailandojuntos/,https://pinterest.com/BailandoJuntosMx/_created/,https://www.youtube.com/watch?v=_gKuYgfEkvw&feature=emb_imp_woyt,,https://twitter.com/yuyacst?lang=en,"59,477","149,543","1,290,618","25,000,000,000",12,,,3750360041,-1.70%
1583,Y,2:00 PM,2,Shein,Fashion & Apparel,SG,2012,"43,025,803",us.shein.com,,,Custom,,https://www.linkedin.com/company/shein/,#REF!,"Singapore, Singapore",Privately Held,"Internet, Cross-border E-commerce, and Fast fashion","10,001+ employees",https://www.facebook.com/SHEINUS/,"446,314","442,217",https://www.instagram.com/shein_us/,https://pinterest.com/SHEINofficial/_created/,https://www.youtube.com/watch?v=G0eSPQcaNi4,https://www.tiktok.com/@shein_official,,"70,825,040","444,266","1,435,112","127,000","3,961,030","3,200,000",11,1326946.975,-11.71%
351,Y,2:00 PM,3,Chewy,Pet Care,US,2011,"17,026,566",chewy.com,,,Custom,,https://www.linkedin.com/company/chewy-com/,#REF!,"Dania Beach, FL",Public Company,"Fast, Free 1 -2 Day Shipping, Pet Health, 2,000+ Brands, Ecommerce, and 24/7 Customer Service","10,001+ employees",https://www.facebook.com/Chewy/,"1,703,746","1,659,302",https://www.instagram.com/lifeatchewy/,https://www.pinterest.com/chewy/_shop/,https://www.youtube.com/channel/UCpWl2nwLDQQI4TTa1kJgxrg,https://www.tiktok.com/@chewy?,https://twitter.com/chewy,"28,082,250","1,681,524","19,296","47,500","10,489","47,800","6,249",443039.35,-3.05%
600,,master,4,Fashion Nova,Fashion & Apparel,US,2006,"10,333,605",fashionnova.com,,,,https://media-exp1.licdn.com/dms/image/C4D0BAQGSzX5WjJZZOw/company-logo_400_400/0/1519952266668?e=1634169600&v=beta&t=zJ_z3kVI90pM83BYCuv35tFRQMdCjZB6XN9DnltFgkA,https://www.linkedin.com/company/fashion-nova/,#REF!,"Vernon, CA",Privately Held,not_avil,501-1000 employees,https://www.facebook.com/Fashionnova,"2,935,363","2,732,050",https://www.instagram.com/fashionnova/,https://www.pinterest.com/fashionnova/,https://www.youtube.com/fashionnova,https://www.tiktok.com/@fashionnovamen,https://twitter.com/FashionNova?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,"13,219,200","2,833,707","20,789,442","35,200","682,577","300,000",154,6005211.375,-6.49%
1629,,master,5,Sole Society,Fashion & Apparel,not_avil,not_avil,"9,367,305",http://www.solesociety.com,,,,https://media-exp1.licdn.com/dms/image/C560BAQEepx11SCqXNQ/company-logo_400_400/0/1519899785739?e=1634169600&v=beta&t=P2BRikiiMbb49YfZy_dMGMxAnuGlOJb15cZ7qwA0n6s,https://tr.linkedin.com/company/sole-society,#REF!,not_avil,not_avil,not_avil,not_avil,https://www.facebook.com/solesociety,"860,290","878,892",https://www.instagram.com/solesociety/,https://www.pinterest.com/DSW/,https://www.youtube.com/watch?v=OVFh4ZALth8,https://www.tiktok.com/@dsw?,https://twitter.com/solesocietyvip,"15,412,680","869,591","282,578",233,"166,400","12,100","4,263",299243.5,-5.62%
252,,master,6,Boohoo,Fashion & Apparel,GB,not_avil,"8,318,226",boohoo.com,,,,https://media-exp1.licdn.com/dms/image/C4E0BAQFJ4dYeojvXog/company-logo_400_400/0/1519886939657?e=1634169600&v=beta&t=x0D0NOZPxBpPUhK3tQYla9DYBYtaaPQW0clqOhATyKA,https://www.linkedin.com/company/boohoo-group-plc/,#REF!,Manchester,Public Company,"Fashion, Apparel, eCommerce, and IT","5001-10,000 employees",https://www.facebook.com/boohoo.com,"3,870,659","3,847,513",https://www.instagram.com/boohoo/,https://www.pinterest.com/boohooofficial/,http://www.youtube.com/boohooclothing,https://www.tiktok.com/@boohoo?lang=en,https://www.twitter.com/boohoo,"11,298,250","3,859,086","10,739,418","11,300","177,675","939,800",262,3848190.95,-7.83%
1014,,master,7,Kylie Cosmetics,Beauty & Cosmetics,not_avil,not_avil,"6,276,443",kyliecosmetics.com,,,,https://scontent.fcxh3-1.fna.fbcdn.net/v/t1.6435-9/182463333_2004982886318937_6123409176929988569_n.jpg?_nc_cat=1&ccb=1-5&_nc_sid=09cbfe&_nc_ohc=1Dyj5UvBBhMAX_IYDTg&_nc_ht=scontent.fcxh3-1.fna&oh=09e65508bc086f2fb5b421e900e88205&oe=61411F70,https://www.linkedin.com/company/kyliecosmetics/,#REF!,not_avil,not_avil,not_avil,not_avil,https://www.facebook.com/KylieCosmetics,"4,148,913","4,034,473",https://www.instagram.com/kyliecosmetics/,https://www.pinterest.com/kyliecosmetics/,https://www.youtube.com/c/KylieCosmetics,https://www.tiktok.com/@kyliejenner?lang=en,https://twitter.com/kyliecosmetics,"399,822","4,091,693","25,467,500","862,000","120,709","37,800,000","62,400",15091373.7,-6.48%
1802,,master,8,Torrid,Fashion & Apparel,US,2001,"4,207,315",torrid.com,,,,https://media-exp1.licdn.com/dms/image/C560BAQFdG7egGbnWBQ/company-logo_400_400/0/1625160556334?e=1635379200&v=beta&t=qQSGMJUyqwnD6drvDTFEX8I7NZzqSVtDGAHuMKAhjcw,https://www.linkedin.com/company/torrid/,#REF!,"City of Industry, CA",Privately Held,"Retail, fashion, apparel, intimates, plus size, and e-commerce","5001-10,000 employees",https://www.facebook.com/Torrid,"1,618,708","1,631,487",https://www.instagram.com/torrid/,https://www.pinterest.com/torridfashion/,https://www.youtube.com/user/TorridFashion,https://www.tiktok.com/@torrid??promo_id=211115_Homepage&promo_name=TorridTiktok_NoCTA&promo_creative=211102_hp_icon_tictok&promo_position=Homepage_Social,https://twitter.com/torrid?lang=en,"6,570,920","1,625,098","953,153","15,600","154,878","36,300",,661906.525,-6.62%
909,,master,9,ipsy,Beauty & Cosmetics,US,2011,"3,948,755",http://www.ipsy.com,,,,https://media-exp1.licdn.com/dms/image/C560BAQF_j-bD1tapeQ/company-logo_400_400/0/1566328953288?e=1634169600&v=beta&t=ySsgwIbqMFdyMzWHagimDM5FS9wPJc6K-F3pZVX7YYQ,http://www.linkedin.com/company/ipsy,#REF!,"San Mateo, California",Privately Held,"beauty, YouTube, makeup, community, cosmetics, and inspiration commerce",201-500 employees,https://www.facebook.com/IPSY,"5,775,243","5,724,553",https://www.instagram.com/ipsy/,https://www.pinterest.com/ipsy/,http://www.youtube.com/ipsy,https://www.tiktok.com/@ipsy?,http://www.twitter.com/ipsy,"4,619,850","5,749,898","3,222,362","1,320,000","1,606,365","2,100,000","7,288",2942112.05,-14.82%
380,,new,10,Colour Pop,Beauty & Cosmetics,US,2014,"3,550,868",https://colourpop.com/,,,,,https://www.linkedin.com/company/colourpopcosmetics/,#REF!,"Oxnard, CA",Privately Held,Disruption,1001-5000 employees,https://www.facebook.com/ColourPopCosmetics,"2,328,097","2,211,744",http://instagram.com/colourpopcosmetics,https://pinterest.com/ColourPopCo/_created/,https://www.youtube.com/user/colourpopcosmetics,https://www.tiktok.com/@colourpopco,http://twitter.com/home?status=https://colourpop.com/products/gradual-tanning-face-moisturizer via @ColourPopCo,"3,712,560","2,269,921","10,041,655","200,000","184,161","956,000",279,3308329.825,-26.53%
1991,Y,Country - China,11,Infinix,Electronics,CN,,"3,414,859",https://www.infinixmobility.com/,,,,,,#REF!,,,,,https://www.facebook.com/InfinixMobile,"12,229,123","12,220,749",https://www.instagram.com/infinixglobal/,,https://www.youtube.com/user/InfinixMobileNo1/featured,https://www.tiktok.com/@infinixid?lang=en,https://twitter.com/Infinix_Mobile,"3,449,770","12,224,936","40,800","104,000",,"1,400,000","4,575",3362491.5,10.09%
777,,master,12,Gymshark,Fashion & Apparel,GB,2012,"3,295,739",https://www.gymshark.com/,,,,https://media-exp1.licdn.com/dms/image/C4D0BAQG_CKuVOuTGzg/company-logo_400_400/0/1591803222945?e=1634169600&v=beta&t=xuIbAm2nX9tc_qn6S-6JgguSXGNQcv0ErYKon5_TE0M,https://www.linkedin.com/company/gymshark/,#REF!,"Solihull, West Midlands",Privately Held,not_avil,201-500 employees,https://www.facebook.com/Gymshark,"1,982,417","1,947,190",https://www.instagram.com/GymShark/,https://www.pinterest.com/gymshark/,https://www.youtube.com/user/GymSharkTV,https://www.tiktok.com/@gymshark,https://www.twitter.com/gymshark,"3,703,430","1,964,804","5,556,257","309,000","1,150,990","3,500,000",385,2684203.125,0.85%
819,,master,13,Hello Fresh,Food & Beverage,DE,2011,"3,203,381",https://www.hellofresh.com/,,,,https://media-exp1.licdn.com/dms/image/C4D0BAQEQjz8CEyTZCg/company-logo_400_400/0/1601987470537?e=1634169600&v=beta&t=m3oSZwvCEZg3To0rurJ5tTtxdJnm66eMQ_IxnoW7Bdc,https://www.linkedin.com/company/hellofresh/,#REF!,"Berlin, Berlin",Public Company,"Sourcing fresh and organic ingredients, Creating tasty and balanced recipes, Delivering always for free, Valuing customers'​ feedback, Sustainable and nutritious meals, valuing diversity , and Striving to maintain an inclusive environment","10,001+ employees",https://www.facebook.com/HelloFreshCA/,"2,335,709","2,333,160",https://www.instagram.com/hellofresh/,https://www.pinterest.com/hellofreshusa/,https://www.youtube.com/channel/UCVTlJetirIUFQXBW37Rsvpg,https://www.tiktok.com/@hellofresh?,https://twitter.com/HelloFresh,"4,847,820","2,334,435","585,747",696,"93,603","9,151",619,736722.025,-0.13%
1432,Y,2:00 PM,14,PrettyLittleThing,Fashion & Apparel,GB,not_avil,"3,092,249",prettylittlething.us,,,Custom,,https://www.linkedin.com/company/prettylittlething-com/,#REF!,"Manchester , Greater Manchester",Public Company,not_avil,201-500 employees,https://www.facebook.com/OfficialPLT,"2,652,049","2,652,049",http://www.instagram.com/prettylittlething,https://pinterest.com/officialplt/_created/,https://www.youtube.com/user/prettylittlethingtv,https://www.prettylittlething.ie/shop-tiktok,https://twitter.com/OfficialPLT,"1,817,640","2,652,049","17,282,757","107,000","88,180",,29,5004163.4,-18.72%
584,Y,2:00 PM,15,Fabletics,Fashion & Apparel,US,2013,"2,908,855",fabletics.com,,,Custom,,https://www.linkedin.com/company/fabletics/,#REF!,"El Segundo, CA",Privately Held,not_avil,201-500 employees,https://facebook.com/fabletics,"4,761,041","4,816,626",http://instagram.com/fabletics,http://pinterest.com/fabletics,http://youtube.com/user/Fabletics,https://www.tiktok.com/@fabletics?lang=en,https://twitter.com/Fabletics,"3,710,080","4,788,834","1,944,521","69,700","115,673","25,900","22,600",1707017.275,-13.60%
958,,master,16,JustFab,Fashion & Apparel,US,2010,"2,848,041",justfab.com,,,,https://media-exp1.licdn.com/dms/image/C560BAQGkIkVM-Jaxrw/company-logo_400_400/0/1519901172058?e=1634169600&v=beta&t=WXLDbOmxCkPGCGuggqKmf_TvnTs9H42UBChRiLa01DQ,https://www.linkedin.com/company/justfab/,#REF!,"El Segundo, California",Privately Held,not_avil,1001-5000 employees,https://www.facebook.com/justfab,"9,982,099","10,125,312",https://www.instagram.com/justfabonline/,https://www.pinterest.com/justfabonline/,javascript:goTo();,https://www.tiktok.com/@justfabonline?,https://twitter.com/JustFabOnline,"2,927,520","10,053,706","822,355",,"117,838","4,033","31,100",2728823.625,-13.11%
1096,,master,17,Lulus,Fashion & Apparel,US,1996,"2,747,923",https://www.lulus.com/,,,,https://media-exp1.licdn.com/dms/image/C560BAQGWdtdGKlczDA/company-logo_400_400/0/1625594186194?e=1634169600&v=beta&t=H-uK5ieCCh0mR6JqXT6b24q_dPGrKZw54fK387n5pAc,https://www.linkedin.com/company/lulusdotcom/,#REF!,"Chico, California",Privately Held,"Fashion, eCommerce, and Superb Customer Service",501-1000 employees,https://www.facebook.com/lulusdotcom,"1,021,109","1,016,124",https://www.instagram.com/lulus/,https://www.pinterest.com/lulusdotcom/,https://www.youtube.com/c/LuLus,https://www.tiktok.com/@lulus,https://twitter.com/lulusdotcom,"3,846,960","1,018,617","2,193,510","1,170","3,909,385","498,100","10,700",1099366.375,0.39%
333,,master,18,Casetify,Accessories,US,2011,"2,735,561",https://www.casetify.com,,,,https://media-exp1.licdn.com/dms/image/C510BAQHsPajPl0jI7g/company-logo_400_400/0/1536845294177?e=1634169600&v=beta&t=nCu52BNodxpQA-YuqTtff90qP9u45kjVexnd4UpTeFk,https://www.linkedin.com/company/casetify/,#REF!,"Los Angeles, California",Privately Held,"Mobile, Internet, Customization, Product, Design, E-Commerce, Artist Marketplace, and iPhone Case",51-200 employees,https://www.facebook.com/casetify,"1,799,508","1,750,520",https://www.instagram.com/casetify/,https://www.pinterest.com/casetify/,https://www.youtube.com/c/Casetify,https://www.tiktok.com/@casetify?,https://twitter.com/casetify,"3,759,560","1,775,014","2,599,484","7,240","168,922","482,000",55,1199562.1,2.66%
1116,,1800,19,Made,Home & Kitchen,GB,2010,"2,669,602",https://www.made.com/,Furniture,"Made offers high-end design, without the high-end price tag. Made works directly with independent designers, straight from the source, and makers to create furniture and home pieces you'll love and that are made to last.","Zendesk,Turn,Olapic,Ometria,Visual Website Optimizer,Magento,GetSiteControl,Ruby,Optimizely,Yotpo,WordPress,Hotjar,MailChimp,Findify,Wistia,Content Square,Matomo,Heap,Trustpilot,Survicate,Bronto,Klevu,WooCommerce,Prismic,CrazyEgg,Next.js,Segment,Klarna",,https://www.linkedin.com/company/made-com/,#REF!,"London, England",Privately Held,"e-commerce, Design, Retail, and Furniture",501-1000 employees,https://www.facebook.com/Madedotcom,"1,898,784","1,889,438",https://www.instagram.com/madedotcom/?hl=en,https://pinterest.com/madedotcom/_created/,https://www.youtube.com/watch?v=kkiJftHG3Wo,,https://twitter.com/madedotcom?lang=en,"3,872,340","1,894,111","1,536,983","5,660","119,933",,"8,761",865495.25,-5.80%
26,,master,20,Adore Me,Fashion & Apparel,US,2011,"2,622,966",http://www.adoreme.com/,,,,https://media-exp1.licdn.com/dms/image/C4E0BAQEg-0iqTRDugQ/company-logo_400_400/0/1577739438305?e=1634169600&v=beta&t=Q1D4KPcbjL6_rXhUrARJrKwYMjAUegqi5Tm70vW9hI8,https://www.linkedin.com/company/adore-me,#REF!,"New York, NY",Privately Held,"Fashion, Beauty, and e-commerce",201-500 employees,https://www.facebook.com/adoremeofficial,"3,091,351","3,059,367",https://www.instagram.com/AdoreMe/,https://www.pinterest.com/adoremeofficial/,https://www.youtube.com/c/AdoreMe,https://www.tiktok.com/@adoreme?lang=en,https://twitter.com/adoreme,"3,726,200","3,075,359","722,860","20,200","112,154","49,600",19,968114.35,2.35%
487,,master,21,Dolls Kill,Fashion & Apparel,US,2012,"2,603,579",dollskill.com,,,,https://media-exp1.licdn.com/dms/image/C560BAQFTQz2a289tQA/company-logo_400_400/0/1562866352323?e=1634169600&v=beta&t=NS0ci3CBP1YbYUa86d2D4NgOHpft8Fa7BU81maMe0mw,https://www.linkedin.com/company/dolls-kill/,#REF!,"San Francisco, CA",Privately Held,not_avil,201-500 employees,https://www.facebook.com/DollsKill,"913,000",,https://www.instagram.com/dollskill/,https://www.pinterest.com/dollskill/,https://www.youtube.com/user/dollskill,https://www.tiktok.com/@dollskill?,https://twitter.com/dollskill,"3,434,760","456,500","3,799,942","20,000","193,788","1,400,000",66,1356806.5,-25.77%
153,?,2:00 PM,22,Barstool,Fashion & Apparel,US,not_avil,"2,558,782",store.barstoolsports.com,,,Shopify,,https://www.linkedin.com/company/barstool-sports/,#REF!,"New York, New York",Privately Held,"Production, Media, Merchandising, Comedy, Sports, Advertising, E-Commerce, and Mobile",201-500 employees,https://facebook.com/barstoolsports,"5,576,471","4,060,021",https://www.instagram.com/barstoolbets/,,,https://www.tiktok.com/@barstoolsports?lang=en,https://twitter.com/barstoolsports,,"4,818,246",300,,,"15,300,000",,4264636.5,-14.00%
1977,,master,22,Zenni Optical,Fashion & Apparel,US,2003,"2,483,214",http://www.zenni.com,,,,https://media-exp1.licdn.com/dms/image/C560BAQGjarsF9dvbHg/company-logo_400_400/0/1596997558510?e=1635379200&v=beta&t=qD0sP9ttTLagHB3kWyrzo5g6qBjWgU1fU7J2DHNORdU,https://www.linkedin.com/company/zenni-optical,#REF!,"Novato, CA",Privately Held,"Eyewear, Power to the pupil, and Glasses for Masses",1001-5000 employees,https://www.facebook.com/ZenniOptical,"1,386,399","1,398,370",https://www.instagram.com/zennioptical/,https://www.pinterest.com/zennioptical/,https://www.youtube.com/watch?v=GcJSle8kKXE,https://www.tiktok.com/@zenni?,https://twitter.com/zennioptical,"3,851,250","1,392,385","312,986","9,180","42,106","6,675",,431159.925,#VALUE!
1556,,master,23,Savage X Fenty,Fashion & Apparel,US,2017,"2,455,458",https://www.savagex.com/,,,,https://media-exp1.licdn.com/dms/image/C560BAQFBQyFAc8trmA/company-logo_400_400/0/1622622885403?e=1634169600&v=beta&t=abynz6Z-VOLlOYlgljumqx1IpZgOxZaB4ZiaQAWBmiI,https://www.linkedin.com/company/savagexfenty/,#REF!,"El Segundo, California",Privately Held,not_avil,51-200 employees,https://www.facebook.com/SavageXFenty,"681,819","652,960",https://www.instagram.com/savagexfenty/,https://www.pinterest.com/savagexfenty/,https://www.youtube.com/savagexfenty,https://www.tiktok.com/@savagexfenty,https://twitter.com/savagexfenty,"3,173,220","667,390","4,593,524","208,000","17,091","157,600",132,1378816.125,-6.50%
1384,,master,24,Peloton,"Fitness, Sports and Outdoors",US,2011,"2,380,008",http://www.onepeloton.com,,,,https://media-exp1.licdn.com/dms/image/C560BAQEvnr5CvC074g/company-logo_400_400/0/1530626557948?e=1634169600&v=beta&t=e1K7v3s2l658pd9zWMqqMJsjZZvkhGrR5-fm4mfIxLc,https://www.linkedin.com/company/peloton-interactive-/,#REF!,New York,Public Company,"Fitness, Networked fitness, Android, Cycling, Hardware, Software, Video Production, Retail, and Supply Chain","5001-10,000 employees",https://www.facebook.com/onepeloton,"876,922","838,172",https://www.instagram.com/onepeloton/,https://www.pinterest.com/OnePeloton/,https://www.youtube.com/c/onepeloton,https://www.tiktok.com/@onepeloton?,https://twitter.com/onepeloton,"3,518,840","857,547","1,742,488","79,100","37,281","38,000","4,222",671760,-3.12%
1672,,master,25,Stitch Fix,Fashion & Apparel,US,2011,"2,346,637",http://stitchfix.com,,,Custom,https://media-exp1.licdn.com/dms/image/C510BAQH66S4tjdqzOg/company-logo_400_400/0/1519909123337?e=1634169600&v=beta&t=gkWZEwFjd5r6dQ2tYUyyBqJR2cAatr8k12tQaWF2Ke0,http://www.linkedin.com/company/stitch-fix,#REF!,"San Francisco, CA",Public Company,"shopping, personal styling, e-commerce, technology, data science, engineering, retail, merchandising, and warehouse operations","5001-10,000 employees",https://www.facebook.com/stitchfix,"1,713,871","1,710,915",https://www.instagram.com/stitchfix/,https://www.pinterest.com/stitchfix/,https://www.youtube.com/watch?v=PfAFRWe9Vbk,https://www.tiktok.com/@stitchfix?,https://twitter.com/stitchfix?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,"3,390,030","1,712,393","839,133","4,220","1,302,229","389,600",10,781546.95,-10.26%
1204,,master,26,Morphe,Beauty & Cosmetics,US,2009,"2,308,376",https://www.morphe.com/,,,,https://media-exp1.licdn.com/dms/image/C560BAQHzdAgvmFd28Q/company-logo_400_400/0/1617817126358?e=1634169600&v=beta&t=40vPdGSvm6hqWvKzOgFaickRrsxYZ5flcFQ82_vCcc8,https://www.linkedin.com/company/morphe-brushes/,#REF!,"San Francisco, CA",Privately Held,not_avil,51-200 employees,https://www.facebook.com/MorpheBrushesCosmetics/,"1,232,920","1,108,667",https://www.instagram.com/morphebrushes/,https://www.pinterest.com/morphebrushes/,https://www.youtube.com/channel/UC2xzcSVv3Tculr8Znpzc5Rg/featured,https://www.tiktok.com/@morpheofficial,https://twitter.com/morphebrushes,"1,691,910","1,170,794","10,632,092","268,000","43,017","1,200,000",17,3233073.925,-21.05%
1599,,master,27,SKIMS,Fashion & Apparel,US,not_avil,"2,287,452",https://skims.com/,,,,https://scontent.fcxh3-1.fna.fbcdn.net/v/t1.6435-9/69919573_2077571192551694_3780377055128977408_n.jpg?_nc_cat=1&ccb=1-5&_nc_sid=09cbfe&_nc_ohc=FSQIAfbaSEgAX9Vhs4L&_nc_ht=scontent.fcxh3-1.fna&oh=910e266698ad30e1d969904b17a70f90&oe=61432DFB,https://www.linkedin.com/company/skimsbody,#REF!,"Culver City, CA",Privately Held,not_avil,51-200 employees,https://www.facebook.com/SKIMSbody,"184,125","170,144",https://www.instagram.com/skims/,https://www.pinterest.com/skimsbody/,https://www.youtube.com/c/skims,https://www.tiktok.com/@skims,https://twitter.com/skims,"3,146,080","177,135","3,531,390","31,200","9,961","336,000",,999509.175,27.87%
570,,master,28,Everlane,Fashion & Apparel,US,2011,"2,169,541",http://www.everlane.com,,,Custom,https://media-exp1.licdn.com/dms/image/C4D0BAQFjt9RGG_DPmA/company-logo_400_400/0/1519866585582?e=1634169600&v=beta&t=OI2NRnUpSvwLNBUXaOTdhnpU2X7AnPKBB76bbQ6XetA,https://www.linkedin.com/company/everlane/,#REF!,"San Francisco, CA",Privately Held,Ecommerce and Design,51-200 employees,https://www.facebook.com/Everlane,"386,054","347,711",https://www.instagram.com/everlane/,https://www.pinterest.com/everlane/,https://www.youtube.com/c/everlane,https://www.tiktok.com/@everlane?,https://twitter.com/everlane,"3,336,120","366,883","1,048,365","5,070","65,332","5,270","607,800",419672.975,-2.91%
244,,master,29,Bombas,Fashion & Apparel,US,2013,"2,158,913",http://www.bombas.com/,,,,https://media-exp1.licdn.com/dms/image/C4D0BAQFiFrPmp5_d1A/company-logo_400_400/0/1561992725818?e=1634169600&v=beta&t=gkWaBkDZfqxsJ8IhOIbzzucpGFDJ0LGFYOCqGZfjR3E,https://www.linkedin.com/company/bombas,#REF!,"New York, NY",Privately Held,"e-commerce, apparel, philanthropy, corporate social responsibility, design, community outreach, and retail",51-200 employees,https://www.facebook.com/bombassocks,"423,513","412,955",https://www.instagram.com/bombas/,https://www.pinterest.com/bombassocks/,,https://www.tiktok.com/@bombas?lang=en,https://www.twitter.com/bombas,"3,494,690","418,234","186,779",,"5,211","3,569","30,200",155247.6,-3.74%
650,Y,2:00 PM,30,Food52,Home & Kitchen,US,2009,"2,012,742",food52.com,,,Custom,,https://www.linkedin.com/company/food52/,#REF!,"New York, NY",Privately Held,not_avil,51-200 employees,https://www.facebook.com/food52,"1,209,127","1,127,105",https://www.instagram.com/Food52/,https://www.pinterest.com/food52/,https://www.youtube.com/channel/UCfFI8jIjvIApUACJ3qjax2w,https://www.tiktok.com/@food52?,https://twitter.com/Food52,"2,479,400","1,168,116","3,376,467","592,000","402,492","338,200",454,1312755.75,-0.14%
1498,,master,31,Ridge Wallet,Fashion & Apparel,US,2013,"1,889,249",ridgewallet.com,,,,https://media-exp1.licdn.com/dms/image/C4E0BAQHLv_Q-4eiHcQ/company-logo_400_400/0/1560895555032?e=1634169600&v=beta&t=ub4iUQqh8af1ZtFU2s-qYbBUoIHfQBC2_pmEZOC1Mvw,https://www.linkedin.com/company/the-ridge-wallet/,#REF!,"Los Angeles, California",Privately Held,not_avil,11-50 employees,https://www.facebook.com/TheRidgeWallet,149,127,https://www.instagram.com/ridgewallet/,https://www.pinterest.com/theridgewallet/,https://www.youtube.com/watch?v=EBChreo_jdc,https://www.tiktok.com/@theridgewallet?,https://twitter.com/RidgeWallet,"3,119,760",138,"169,542","2,350","1,193","3,068",377,43483.45,#VALUE!
1964,Y,2:00 PM,32,YETI,Accessories,US,2006,"1,849,307",YETI.com,,,Salesforce Cloud,,https://www.linkedin.com/company/yeti/,#REF!,"Austin, TX",Public Company,"Premium Ice Coolers, Ice Chests, Outdoors, Sporting Goods, and Consumer Goods",501-1000 employees,https://www.facebook.com/Yeti,"1,150,835","1,128,123",https://www.instagram.com/yeti,,https://www.youtube.com/watch?v=MoK6k9t4QPo,https://www.tiktok.com/@yeti?,http://twitter.com/Yeticoolers/,"2,585,470","1,139,479","1,716,528","136,000",,"53,300",,745061.75,-6.61%
260,,master,33,Boxy Charm,Beauty & Cosmetics,US,2013,"1,832,751",https://www.boxycharm.com/,,,,https://media-exp1.licdn.com/dms/image/C4D0BAQGsIOnUYaNEFw/company-logo_400_400/0/1569532179280?e=1634169600&v=beta&t=KGfv9KrG0UBZXMEMQlL55yYO3Wi5PtkYNpEcMo_KLoc,https://www.linkedin.com/company/boxycharm/,#REF!,"Pembroke Pines, Florida",Privately Held,"Cosmetics, Beauty Box, Makeup, Community, e-Commerce, Beauty, Social Media, Internet, Subscription Box, and Influencer Relations",51-200 employees,https://www.facebook.com/BoxyCharm,"1,293,319","1,204,954",https://www.instagram.com/boxycharm/,https://www.pinterest.com/boxycharm/,https://www.youtube.com/user/BoxyCharm,http://www.tiktok.com/@boxycharm,https://twitter.com/boxycharm,"2,383,260","1,249,137","2,615,381","118,000","60,314","100,000","1,432",1006988.275,-11.89%
1579,Y,new,34,Sézane,Fashion & Apparel,FR,2013,"1,804,716",https://www.sezane.com/,,,,,https://www.linkedin.com/company/sezane/,#REF!,"paris, FRANCE",Privately Held,not_avil,51-200 employees,https://www.facebook.com/sezaneparisworld,"691,180","681,484",https://www.instagram.com/sezane/?hl=en,https://pinterest.com/sezane/_created/,https://www.youtube.com/watch?v=tofI1b7fTYI,https://www.tiktok.com/@sezane?,https://twitter.com/SEZANE_PARIS,"2,472,030","686,332","2,395,400",,"235,817","107,500",210,803744.85,-6.41%
276,,master,35,Brilliant Earth,Fashion & Apparel,US,2005,"1,743,247",brilliantearth.com,,,Custom,https://media-exp1.licdn.com/dms/image/C4E0BAQE6j6Ia7yBYYw/company-logo_400_400/0/1571330236302?e=1634169600&v=beta&t=-k-qPFvHheFFwzQRzrFohX26xP5g_CH2iHL8uJgopVs,https://www.linkedin.com/company/brilliant-earth/,#REF!,"San Francisco, California",Privately Held,"Ecommerce, Fine Jewelry, Social Responsibility, Ethical Sourcing, Luxury Goods, and Fashion",201-500 employees,https://www.facebook.com/brilliantearth,"2,105,192","2,131,513",https://www.instagram.com/brilliantearth/,https://www.pinterest.com/brilliantearth/,https://www.youtube.com/watch?v=ERhI4ULhFlc,https://www.tiktok.com/@brilliantearth?lang=en,https://twitter.com/BrilliantEarth,"2,411,160","2,118,353","756,145","1,340","140,406","76,700","1,923",741377.975,-2.27%
616,,master,36,Fenty Beauty,Beauty & Cosmetics,FR,not_avil,"1,736,543",https://www.fentybeauty.com/,,,Shopify,https://media-exp1.licdn.com/dms/image/C4D0BAQEm8_b5dkSiDQ/company-logo_400_400/0/1557490005795?e=1634169600&v=beta&t=XK4JmVY70Mw8G080sP5s9gp908RcmRRUeNKMFKzkaMY,https://www.linkedin.com/company/fenty/,#REF!,"PARIS, Ile de France",Privately Held,not_avil,51-200 employees,https://www.facebook.com/fentybeauty,"934,331","784,707",https://www.instagram.com/fentybeauty/,https://www.pinterest.com/fentybeauty/,https://www.youtube.com/c/fentybeauty,https://www.tiktok.com/@fentybeauty,https://twitter.com/fentyskin,"834,530","859,519","10,964,700","751,000","16,552","100,000",303,3089562.65,-10.17%
